Rank,CCA3,Country,Capital,Continent,2022 Population,2020 Population ,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area,Density,Growth_Rate,World_Population_Percentage,avgincome/person,Life_expectancy ,Adult Mortality,Total_expenditure,Schooling
,,,,,,,,,,,,,,,,,,78.6,87,7.47,17.2
,,,,,,,,,,,,,,,,,,74.8,145,,11.7
,,,,,,,,,,,,,,,,,,74.5,148,9.4,11.6
,,,,,,,,,,,,,,,,,,73.9,157,8.43,11.5
,,,,,,,,,,,,,,,,,,73.9,157,8.4,11.5
,,,,,,,,,,,,,,,,,,74.5,147,6.39,11.5
,,,,,,,,,,,,,,,,,,73.2,154,6.58,11.4
,,,,,,,,,,,,,,,,,,73.2,163,6.82,11.3
,,,,,,,,,,,,,,,,,,72.5,169,6.98,11.1
,,,,,,,,,,,,,,,,,,72.5,173,6.91,11
,,,,,,,,,,,,,,,,,,73,17,6.33,11
,,,,,,,,,,,,,,,,,,71.2,194,6.11,11
,,,,,,,,,,,,,,,,,,71,194,6.13,11
,,,,,,,,,,,,,,,,,,76,198,6.12,11
,,,,,,,,,,,,,,,,,,75,197,5.71,10.7
,,,,,,,,,,,,,,,,,,73,193,5.26,10.4
,,,,,,,,,,,,,,,,,,73,192,5.39,10.1
,,,,,,,,,,,,,,,,,,61.8,22,,5.4
,,,,,,,,,,,,,,,,,,61.4,223,5.82,5.3
,,,,,,,,,,,,,,,,,,69,227,5.9,5.3
,,,,,,,,,,,,,,,,,,63,232,6.11,5.1
,,,,,,,,,,,,,,,,,,59.4,241,6.66,4.8
,,,,,,,,,,,,,,,,,,58.2,252,6.36,4.5
,,,,,,,,,,,,,,,,,,57.1,263,6.98,4.2
,,,,,,,,,,,,,,,,,,56,272,6.76,4
,,,,,,,,,,,,,,,,,,55.2,276,6.94,3.8
,,,,,,,,,,,,,,,,,,54.5,277,7.39,3.7
,,,,,,,,,,,,,,,,,,53.7,278,7.15,3.5
,,,,,,,,,,,,,,,,,,52.9,279,6.61,3.1
,,,,,,,,,,,,,,,,,,52.1,28,6.23,3
,,,,,,,,,,,,,,,,,,51.4,282,6.55,2.9
,,,,,,,,,,,,,,,,,,56,283,7.1,2.9
,,,,,,,,,,,,,,,,,,50,284,6.1,2.8
,,,,,,,,,,,,,,,,,,54.5,344,,10
,,,,,,,,,,,,,,,,,,53.6,362,3.67,10
,,,,,,,,,,,,,,,,,,53.2,367,3.7,9.8
,,,,,,,,,,,,,,,,,,52.7,374,3.3,9.7
,,,,,,,,,,,,,,,,,,52.3,375,3.69,9.6
,,,,,,,,,,,,,,,,,,52,374,3.47,9.5
,,,,,,,,,,,,,,,,,,51.6,376,4.24,9.3
,,,,,,,,,,,,,,,,,,59,386,4,9.2
,,,,,,,,,,,,,,,,,,55,388,4.47,9.1
,,,,,,,,,,,,,,,,,,49.8,396,3.66,9
,,,,,,,,,,,,,,,,,,49.2,4,4.11,8.9
,,,,,,,,,,,,,,,,,,48.5,47,4.33,8.5
,,,,,,,,,,,,,,,,,,48.1,41,4.5,8.1
,,,,,,,,,,,,,,,,,,47.7,49,2.43,7.7
,,,,,,,,,,,,,,,,,,47.4,48,3.25,8
,,,,,,,,,,,,,,,,,,47.1,45,2.84,7.6
,,,,,,,,,,,,,,,,,,,,7.2,
,,,,,,,,,,,,,,,,,,81.8,59,,17.7
,,,,,,,,,,,,,,,,,,81.6,61,9.72,17.7
,,,,,,,,,,,,,,,,,,81.5,62,9.39,17.5
,,,,,,,,,,,,,,,,,,81.3,61,9.16,17.6
,,,,,,,,,,,,,,,,,,81.1,67,9.14,17.6
,,,,,,,,,,,,,,,,,,81,66,9.26,17.4
,,,,,,,,,,,,,,,,,,89,67,9.49,17.4
,,,,,,,,,,,,,,,,,,86,67,8.4,17.6
,,,,,,,,,,,,,,,,,,85,67,8.58,17.6
,,,,,,,,,,,,,,,,,,84,7,8.43,17.5
,,,,,,,,,,,,,,,,,,81,73,8.89,17.6
,,,,,,,,,,,,,,,,,,79.8,77,9.44,17.5
,,,,,,,,,,,,,,,,,,79.4,78,9.85,17.1
,,,,,,,,,,,,,,,,,,78.9,81,9.62,17.1
,,,,,,,,,,,,,,,,,,78.8,82,8.65,17.5
,,,,,,,,,,,,,,,,,,78.5,85,8.27,17.1
,,,,,,,,,,,,,,,,,,76.6,99,,13.7
,,,,,,,,,,,,,,,,,,76.4,11,3.55,13.7
,,,,,,,,,,,,,,,,,,76.2,12,2.76,13.7
,,,,,,,,,,,,,,,,,,76,14,2.52,13.7
,,,,,,,,,,,,,,,,,,75.8,15,2.49,13.6
,,,,,,,,,,,,,,,,,,75.6,16,2.74,13.5
,,,,,,,,,,,,,,,,,,75.4,18,2.83,12.4
,,,,,,,,,,,,,,,,,,75.2,19,2.1,11.9
,,,,,,,,,,,,,,,,,,74.9,113,2.43,11.5
,,,,,,,,,,,,,,,,,,74.7,115,2.31,11.6
,,,,,,,,,,,,,,,,,,74.3,118,2.59,11.5
,,,,,,,,,,,,,,,,,,74,122,2.98,11.5
,,,,,,,,,,,,,,,,,,73.6,127,3.17,11.2
,,,,,,,,,,,,,,,,,,73.3,13,3.18,11
,,,,,,,,,,,,,,,,,,72.9,134,3.8,10.7
,,,,,,,,,,,,,,,,,,72.6,138,3.7,10.4
,,,,,,,,,,,,,,,,,,66.4,161,,8.1
,,,,,,,,,,,,,,,,,,66.2,162,2.61,7.8
,,,,,,,,,,,,,,,,,,66,163,2.7,7.7
,,,,,,,,,,,,,,,,,,65.7,165,2.76,7.6
,,,,,,,,,,,,,,,,,,65.5,167,3.1,7.5
,,,,,,,,,,,,,,,,,,65.1,172,3.2,7.5
,,,,,,,,,,,,,,,,,,64.8,175,2.94,7.3
,,,,,,,,,,,,,,,,,,64.6,177,3.26,7.3
,,,,,,,,,,,,,,,,,,64.4,178,3.35,6.7
,,,,,,,,,,,,,,,,,,64.2,179,3.4,6.5
,,,,,,,,,,,,,,,,,,62.9,2,2.91,6.1
,,,,,,,,,,,,,,,,,,63.7,183,2.56,5.6
,,,,,,,,,,,,,,,,,,63.5,185,2.61,5.6
,,,,,,,,,,,,,,,,,,63.2,187,2.76,5.5
,,,,,,,,,,,,,,,,,,63,189,2.61,5.4
,,,,,,,,,,,,,,,,,,62.8,19,2.79,5.3
,,,,,,,,,,,,,,,,,,,,9.27,14.2
,,,,,,,,,,,,,,,,,,77.8,118,,13
,,,,,,,,,,,,,,,,,,77.6,119,8.3,13
,,,,,,,,,,,,,,,,,,77.5,118,8.9,12.9
,,,,,,,,,,,,,,,,,,77.2,12,7.25,12.8
,,,,,,,,,,,,,,,,,,77.3,121,7.5,12.9
,,,,,,,,,,,,,,,,,,76.5,122,8.5,12.8
,,,,,,,,,,,,,,,,,,76.8,127,7.56,12.8
,,,,,,,,,,,,,,,,,,76.5,127,6.75,12.8
,,,,,,,,,,,,,,,,,,76.4,124,6.31,12.9
,,,,,,,,,,,,,,,,,,76.2,125,7,12.9
,,,,,,,,,,,,,,,,,,75.8,122,7.48,12.9
,,,,,,,,,,,,,,,,,,75.8,123,8.9,12.8
,,,,,,,,,,,,,,,,,,75.5,126,7.6,12.8
,,,,,,,,,,,,,,,,,,75.7,125,8.3,12.6
,,,,,,,,,,,,,,,,,,75.5,124,7.72,12.4
,,,,,,,,,,,,,,,,,,75.7,121,7.76,12.1
,,,,,,,,,,,,,,,,,,62.9,275,,10
,,,,,,,,,,,,,,,,,,62.7,278,4.26,10
,,,,,,,,,,,,,,,,,,62.4,281,4.78,10
,,,,,,,,,,,,,,,,,,62.2,284,4.55,9.9
,,,,,,,,,,,,,,,,,,62,285,4.94,9.9
,,,,,,,,,,,,,,,,,,61.8,286,4.18,9.6
,,,,,,,,,,,,,,,,,,61.6,288,4.36,9.2
,,,,,,,,,,,,,,,,,,61.4,29,4.6,8.9
,,,,,,,,,,,,,,,,,,61.1,295,4.4,8.6
,,,,,,,,,,,,,,,,,,68,299,5.92,8.2
,,,,,,,,,,,,,,,,,,64,37,6.42,7.9
,,,,,,,,,,,,,,,,,,59.9,314,8.39,7.6
,,,,,,,,,,,,,,,,,,59.6,321,6.79,7.2
,,,,,,,,,,,,,,,,,,59.3,327,7.69,6.9
,,,,,,,,,,,,,,,,,,59.1,331,6.68,6.6
,,,,,,,,,,,,,,,,,,58.9,335,3.98,6.2
,,,,,,,,,,,,,,,,,,74,146,,12.3
,,,,,,,,,,,,,,,,,,73.9,147,9.81,12.3
,,,,,,,,,,,,,,,,,,73.8,148,1.49,12.3
,,,,,,,,,,,,,,,,,,73.6,148,1.33,12.3
,,,,,,,,,,,,,,,,,,73.4,15,9.42,12.3
,,,,,,,,,,,,,,,,,,73.2,152,9.1,12.4
,,,,,,,,,,,,,,,,,,73,155,9.14,12.1
,,,,,,,,,,,,,,,,,,72.7,157,7.6,11.9
,,,,,,,,,,,,,,,,,,72.5,159,6.41,12
,,,,,,,,,,,,,,,,,,72.3,161,6.43,12.1
,,,,,,,,,,,,,,,,,,72.1,163,6.7,12.3
,,,,,,,,,,,,,,,,,,71.9,165,5.78,12.1
,,,,,,,,,,,,,,,,,,71.7,166,5.99,12.7
,,,,,,,,,,,,,,,,,,71.5,168,6.77,12.2
,,,,,,,,,,,,,,,,,,71.2,17,7.61,11.8
,,,,,,,,,,,,,,,,,,79,172,8.1,11.6
,,,,,,,,,,,,,,,,,,75.5,123,,13.4
,,,,,,,,,,,,,,,,,,75.3,125,5.47,13.4
,,,,,,,,,,,,,,,,,,75.3,125,5.23,13.4
,,,,,,,,,,,,,,,,,,74.9,129,5.18,13.4
,,,,,,,,,,,,,,,,,,74.5,133,4.93,13.4
,,,,,,,,,,,,,,,,,,73.7,14,5.3,13.3
,,,,,,,,,,,,,,,,,,73.8,14,5.36,13.3
,,,,,,,,,,,,,,,,,,73.9,138,4.73,13.2
,,,,,,,,,,,,,,,,,,74,133,4.6,13.2
,,,,,,,,,,,,,,,,,,74.2,134,4.47,13
,,,,,,,,,,,,,,,,,,72.8,148,4.72,13
,,,,,,,,,,,,,,,,,,72.2,151,4.56,12.8
,,,,,,,,,,,,,,,,,,72.1,152,4.6,13.3
,,,,,,,,,,,,,,,,,,72.6,144,4.94,13.9
,,,,,,,,,,,,,,,,,,72.4,142,4.98,13.4
,,,,,,,,,,,,,,,,,,71.4,154,4.83,13.5
,,,,,,,,,,,,,,,,,,68.5,211,,11.7
,,,,,,,,,,,,,,,,,,68.4,214,4.71,11.7
,,,,,,,,,,,,,,,,,,68.1,219,4.56,11.7
,,,,,,,,,,,,,,,,,,68.1,217,4.46,11.6
,,,,,,,,,,,,,,,,,,68,218,4.29,11.5
,,,,,,,,,,,,,,,,,,67.9,218,4.37,11.4
,,,,,,,,,,,,,,,,,,68,219,4.41,11.7
,,,,,,,,,,,,,,,,,,67.5,217,4.5,11.5
,,,,,,,,,,,,,,,,,,67.5,216,3.94,11.4
,,,,,,,,,,,,,,,,,,67.3,219,3.95,11.5
,,,,,,,,,,,,,,,,,,67,223,3.91,11.6
,,,,,,,,,,,,,,,,,,67.3,218,3.23,11.6
,,,,,,,,,,,,,,,,,,67.2,217,3.25,11.6
,,,,,,,,,,,,,,,,,,66.8,221,2.79,11.4
,,,,,,,,,,,,,,,,,,66.8,221,3,11.4
,,,,,,,,,,,,,,,,,,66.8,219,3.21,11.4
,,,,,,,,,,,,,,,,,,77.5,117,,16.4
,,,,,,,,,,,,,,,,,,77.3,12,6.35,16.4
,,,,,,,,,,,,,,,,,,77.1,12,6.4,15.4
,,,,,,,,,,,,,,,,,,76.8,125,6.62,15.3
,,,,,,,,,,,,,,,,,,76.7,128,6.7,15.4
,,,,,,,,,,,,,,,,,,76.3,13,6.88,15.1
,,,,,,,,,,,,,,,,,,75.7,136,7.12,15.1
,,,,,,,,,,,,,,,,,,75.5,14,6.88,15
,,,,,,,,,,,,,,,,,,75.3,144,6.28,15
,,,,,,,,,,,,,,,,,,75.2,144,6.17,15
,,,,,,,,,,,,,,,,,,75,144,6.2,14.8
,,,,,,,,,,,,,,,,,,74.9,143,6.19,15.5
,,,,,,,,,,,,,,,,,,74.7,142,6.22,15.3
,,,,,,,,,,,,,,,,,,74.5,145,6.32,15
,,,,,,,,,,,,,,,,,,74.2,149,5.86,14.7
,,,,,,,,,,,,,,,,,,73.7,153,5.5,14.6
,,,,,,,,,,,,,,,,,,81.1,76,,16.6
,,,,,,,,,,,,,,,,,,89,78,9.5,16.8
,,,,,,,,,,,,,,,,,,86,79,9.55,16.3
,,,,,,,,,,,,,,,,,,83,81,9.74,16.3
,,,,,,,,,,,,,,,,,,82,85,1.7,16.2
,,,,,,,,,,,,,,,,,,79.6,88,1.44,16
,,,,,,,,,,,,,,,,,,79.3,9,1.42,16
,,,,,,,,,,,,,,,,,,79,92,9.9,15.8
,,,,,,,,,,,,,,,,,,78.7,94,9.62,15.4
,,,,,,,,,,,,,,,,,,78.5,96,9.67,15.4
,,,,,,,,,,,,,,,,,,77.7,11,9.98,15.4
,,,,,,,,,,,,,,,,,,78,99,9.84,15.9
,,,,,,,,,,,,,,,,,,77.3,15,9.54,15.8
,,,,,,,,,,,,,,,,,,77.2,17,9.15,15.9
,,,,,,,,,,,,,,,,,,76.9,11,9.1,15.7
,,,,,,,,,,,,,,,,,,76.6,11,9.14,15.5
,,,,,,,,,,,,,,,,,,78.2,68,,13.4
,,,,,,,,,,,,,,,,,,78.1,69,2.19,13.4
,,,,,,,,,,,,,,,,,,77.9,7,2.15,13.4
,,,,,,,,,,,,,,,,,,77.8,72,2.16,13.4
,,,,,,,,,,,,,,,,,,77.5,74,1.93,12.4
,,,,,,,,,,,,,,,,,,77.3,76,2.9,12
,,,,,,,,,,,,,,,,,,77,79,2.63,11.8
,,,,,,,,,,,,,,,,,,76.8,82,1.87,11.7
,,,,,,,,,,,,,,,,,,76.7,83,2.31,12.6
,,,,,,,,,,,,,,,,,,76.6,83,2.58,13.7
,,,,,,,,,,,,,,,,,,76.6,84,3.1,13.7
,,,,,,,,,,,,,,,,,,76.6,84,3.61,13.5
,,,,,,,,,,,,,,,,,,76.5,85,4.14,12.8
,,,,,,,,,,,,,,,,,,76.4,85,2.71,12.2
,,,,,,,,,,,,,,,,,,76.3,87,2.56,12.6
,,,,,,,,,,,,,,,,,,76.2,88,2.18,13
,,,,,,,,,,,,,,,,,,82.3,64,,
,,,,,,,,,,,,,,,,,,82,66,7.37,
,,,,,,,,,,,,,,,,,,81.7,68,7.2,
,,,,,,,,,,,,,,,,,,81.2,69,7.1,
,,,,,,,,,,,,,,,,,,81.1,72,6.83,
,,,,,,,,,,,,,,,,,,87,74,6.79,
,,,,,,,,,,,,,,,,,,86,75,6.66,
,,,,,,,,,,,,,,,,,,83,75,6.16,
,,,,,,,,,,,,,,,,,,79.8,77,5.99,
,,,,,,,,,,,,,,,,,,79.4,79,5.76,
,,,,,,,,,,,,,,,,,,78.7,84,5.33,
,,,,,,,,,,,,,,,,,,78.2,89,4.96,
,,,,,,,,,,,,,,,,,,77.6,95,4.93,
,,,,,,,,,,,,,,,,,,77.1,99,4.61,
,,,,,,,,,,,,,,,,,,76.7,17,4.76,
,,,,,,,,,,,,,,,,,,76,116,4.23,
,,,,,,,,,,,,,,,,,,72.1,157,,
,,,,,,,,,,,,,,,,,,71.8,162,1.32,
,,,,,,,,,,,,,,,,,,71.7,163,1.5,
,,,,,,,,,,,,,,,,,,79,175,11.87,
,,,,,,,,,,,,,,,,,,77,177,1.61,
,,,,,,,,,,,,,,,,,,68.8,219,12.8,
,,,,,,,,,,,,,,,,,,69,218,12.49,
,,,,,,,,,,,,,,,,,,68.9,228,11.41,
,,,,,,,,,,,,,,,,,,68.3,237,1.88,
,,,,,,,,,,,,,,,,,,68,242,1.63,
,,,,,,,,,,,,,,,,,,67.3,248,9.15,
,,,,,,,,,,,,,,,,,,68,225,8.49,
,,,,,,,,,,,,,,,,,,67.6,226,8.24,
,,,,,,,,,,,,,,,,,,67.5,225,8.31,
,,,,,,,,,,,,,,,,,,67.6,228,7,
,,,,,,,,,,,,,,,,,,67.1,235,6.65,
,,,,,,,,,,,,,,,,,,75,133,,14.7
,,,,,,,,,,,,,,,,,,74.8,135,5.57,14.7
,,,,,,,,,,,,,,,,,,74.6,138,5.6,14.7
,,,,,,,,,,,,,,,,,,74.4,138,5.48,15.3
,,,,,,,,,,,,,,,,,,74.3,139,5.53,15.7
,,,,,,,,,,,,,,,,,,73.4,153,5.83,15.8
,,,,,,,,,,,,,,,,,,73.1,158,5.56,15.4
,,,,,,,,,,,,,,,,,,73.1,159,5.33,14.7
,,,,,,,,,,,,,,,,,,72.9,154,5.21,14.1
,,,,,,,,,,,,,,,,,,72.5,157,5.6,13.7
,,,,,,,,,,,,,,,,,,71.9,162,5.47,13.4
,,,,,,,,,,,,,,,,,,71.7,165,5.43,12.9
,,,,,,,,,,,,,,,,,,71.1,174,5.3,12.5
,,,,,,,,,,,,,,,,,,77,178,4.57,12
,,,,,,,,,,,,,,,,,,78,179,4.36,11.7
,,,,,,,,,,,,,,,,,,77,175,4.33,11.5
,,,,,,,,,,,,,,,,,,75,222,,15
,,,,,,,,,,,,,,,,,,73,225,7.7,14.9
,,,,,,,,,,,,,,,,,,70,229,7.9,14.6
,,,,,,,,,,,,,,,,,,69.6,237,6.88,14.3
,,,,,,,,,,,,,,,,,,69.4,242,6.61,14
,,,,,,,,,,,,,,,,,,68.4,256,6.83,13.7
,,,,,,,,,,,,,,,,,,68.2,261,7.44,14
,,,,,,,,,,,,,,,,,,67.5,278,6.22,13.9
,,,,,,,,,,,,,,,,,,67.3,282,5.38,13.8
,,,,,,,,,,,,,,,,,,66.4,3,5.3,13.8
,,,,,,,,,,,,,,,,,,65,327,5.21,13.7
,,,,,,,,,,,,,,,,,,64.9,321,5.19,13.6
,,,,,,,,,,,,,,,,,,64.6,322,5.61,13.2
,,,,,,,,,,,,,,,,,,64.8,313,5.99,12.8
,,,,,,,,,,,,,,,,,,65.1,38,5.67,12.5
,,,,,,,,,,,,,,,,,,65,37,5.42,12.1
,,,,,,,,,,,,,,,,,,66.1,227,,10.8
,,,,,,,,,,,,,,,,,,65.7,23,7.53,10.8
,,,,,,,,,,,,,,,,,,65.2,233,7.69,10.8
,,,,,,,,,,,,,,,,,,64.6,239,7.68,10.5
,,,,,,,,,,,,,,,,,,63.8,247,7.71,10.2
,,,,,,,,,,,,,,,,,,62.8,26,7.91,10
,,,,,,,,,,,,,,,,,,61,288,7.2,10.2
,,,,,,,,,,,,,,,,,,68,282,7.66,10.4
,,,,,,,,,,,,,,,,,,59.6,295,8.49,10.1
,,,,,,,,,,,,,,,,,,57.6,328,1.2,9.3
,,,,,,,,,,,,,,,,,,55.3,37,6.83,8.8
,,,,,,,,,,,,,,,,,,53.4,397,6.24,8.2
,,,,,,,,,,,,,,,,,,52,48,6.34,7.6
,,,,,,,,,,,,,,,,,,57,415,4.18,7.2
,,,,,,,,,,,,,,,,,,48.6,438,4.38,7.1
,,,,,,,,,,,,,,,,,,48.3,426,4.22,6.6
,,,,,,,,,,,,,,,,,,,,6.14,13.4
,,,,,,,,,,,,,,,,,,75.2,138,,13.1
,,,,,,,,,,,,,,,,,,75,139,6.72,13.1
,,,,,,,,,,,,,,,,,,74.8,141,7.85,13.1
,,,,,,,,,,,,,,,,,,74.7,142,8.35,13
,,,,,,,,,,,,,,,,,,74.6,143,7.58,12.9
,,,,,,,,,,,,,,,,,,74.2,147,8.1,12.8
,,,,,,,,,,,,,,,,,,74.3,147,8.12,12.7
,,,,,,,,,,,,,,,,,,74.1,149,7.43,12.6
,,,,,,,,,,,,,,,,,,73.9,151,6.81,12.8
,,,,,,,,,,,,,,,,,,73.5,155,6.37,12.4
,,,,,,,,,,,,,,,,,,73.1,16,6.25,12.2
,,,,,,,,,,,,,,,,,,72.6,166,6.2,12.3
,,,,,,,,,,,,,,,,,,72.2,171,6.1,12.4
,,,,,,,,,,,,,,,,,,72,174,6.33,12.5
,,,,,,,,,,,,,,,,,,71.8,178,6.1,12.6
,,,,,,,,,,,,,,,,,,71.6,183,5.53,12.8
,,,,,,,,,,,,,,,,,,73.2,156,,13.3
,,,,,,,,,,,,,,,,,,73.1,157,8.63,13.3
,,,,,,,,,,,,,,,,,,72.7,161,5.21,13.3
,,,,,,,,,,,,,,,,,,72.8,159,8.48,13.3
,,,,,,,,,,,,,,,,,,72.7,16,4.99,13.3
,,,,,,,,,,,,,,,,,,72.5,162,4.71,13.3
,,,,,,,,,,,,,,,,,,72.3,165,5.13,13.3
,,,,,,,,,,,,,,,,,,72.1,167,4.7,13.3
,,,,,,,,,,,,,,,,,,71.9,17,3.92,13.3
,,,,,,,,,,,,,,,,,,71.7,173,3.88,13.3
,,,,,,,,,,,,,,,,,,71.4,177,3.66,13.3
,,,,,,,,,,,,,,,,,,71.2,181,3.72,13.2
,,,,,,,,,,,,,,,,,,71,184,3.91,13
,,,,,,,,,,,,,,,,,,79,186,3.93,12.9
,,,,,,,,,,,,,,,,,,79,186,3.64,12.8
,,,,,,,,,,,,,,,,,,79,186,3.73,12.7
,,,,,,,,,,,,,,,,,,74,125,,12.9
,,,,,,,,,,,,,,,,,,73.8,128,7.22,12.9
,,,,,,,,,,,,,,,,,,73.6,131,6.91,12.9
,,,,,,,,,,,,,,,,,,73.2,136,5.2,12.9
,,,,,,,,,,,,,,,,,,73,139,5.8,12.9
,,,,,,,,,,,,,,,,,,72.6,144,5.7,12.9
,,,,,,,,,,,,,,,,,,76,172,5.4,12.9
,,,,,,,,,,,,,,,,,,72.5,146,4.52,12.9
,,,,,,,,,,,,,,,,,,72.2,149,5.25,12.9
,,,,,,,,,,,,,,,,,,72,153,4.68,12.7
,,,,,,,,,,,,,,,,,,71.6,16,4.47,12.6
,,,,,,,,,,,,,,,,,,71.4,162,4.45,12.4
,,,,,,,,,,,,,,,,,,79,169,4.71,12.3
,,,,,,,,,,,,,,,,,,76,174,5.1,12.1
,,,,,,,,,,,,,,,,,,75,175,5.16,12
,,,,,,,,,,,,,,,,,,72,18,5.31,12.1
,,,,,,,,,,,,,,,,,,,,6.5,15.1
,,,,,,,,,,,,,,,,,,67.5,19,,11.2
,,,,,,,,,,,,,,,,,,67.3,191,8.35,11.1
,,,,,,,,,,,,,,,,,,67.1,192,9.76,11
,,,,,,,,,,,,,,,,,,66.9,194,8.6,10.8
,,,,,,,,,,,,,,,,,,66.6,198,5.44,10.6
,,,,,,,,,,,,,,,,,,66.2,24,5.24,10.6
,,,,,,,,,,,,,,,,,,65.8,21,6.65,10.1
,,,,,,,,,,,,,,,,,,65.4,215,5.66,10.4
,,,,,,,,,,,,,,,,,,65.1,217,7.44,10.3
,,,,,,,,,,,,,,,,,,64.7,22,7.84,10.2
,,,,,,,,,,,,,,,,,,64.3,222,1.4,10
,,,,,,,,,,,,,,,,,,63.8,224,9.94,9.8
,,,,,,,,,,,,,,,,,,63.4,225,11.12,9.7
,,,,,,,,,,,,,,,,,,63.1,226,1.21,9.6
,,,,,,,,,,,,,,,,,,62.8,225,1.28,9.4
,,,,,,,,,,,,,,,,,,62.6,224,8.86,9.3
,,,,,,,,,,,,,,,,,,74.5,88,,16.1
,,,,,,,,,,,,,,,,,,74.4,88,4.68,15.8
,,,,,,,,,,,,,,,,,,74.3,89,4.25,15.2
,,,,,,,,,,,,,,,,,,74.1,9,3.86,14.5
,,,,,,,,,,,,,,,,,,73.9,92,3.57,13.9
,,,,,,,,,,,,,,,,,,73.7,94,3.49,13.3
,,,,,,,,,,,,,,,,,,73.4,97,4.9,13
,,,,,,,,,,,,,,,,,,73.3,98,2.87,12.8
,,,,,,,,,,,,,,,,,,73.2,99,3.49,12.7
,,,,,,,,,,,,,,,,,,73.2,1,3.55,12.5
,,,,,,,,,,,,,,,,,,73.1,11,3.42,12.4
,,,,,,,,,,,,,,,,,,73.1,12,3.58,12.3
,,,,,,,,,,,,,,,,,,73,13,4.2,12.2
,,,,,,,,,,,,,,,,,,72.9,15,4.28,12.1
,,,,,,,,,,,,,,,,,,72.8,17,4.49,12
,,,,,,,,,,,,,,,,,,72.6,11,4.24,11.8
,,,,,,,,,,,,,,,,,,66.7,188,,9.5
,,,,,,,,,,,,,,,,,,66.4,192,4.66,9.1
,,,,,,,,,,,,,,,,,,66,196,4.51,8.7
,,,,,,,,,,,,,,,,,,65.6,2,4.31,8.3
,,,,,,,,,,,,,,,,,,64.9,26,4.42,7.9
,,,,,,,,,,,,,,,,,,64.3,212,4.62,7.7
,,,,,,,,,,,,,,,,,,63.5,219,4.81,7.5
,,,,,,,,,,,,,,,,,,62.8,225,4.94,7.1
,,,,,,,,,,,,,,,,,,62.1,23,4.72,6.8
,,,,,,,,,,,,,,,,,,61.3,236,5.44,6.6
,,,,,,,,,,,,,,,,,,65,242,5.35,6.4
,,,,,,,,,,,,,,,,,,59.7,247,5.68,6.2
,,,,,,,,,,,,,,,,,,59,251,5.4,5.9
,,,,,,,,,,,,,,,,,,58.4,252,5.6,5.7
,,,,,,,,,,,,,,,,,,57.9,251,4.98,5.4
,,,,,,,,,,,,,,,,,,57.5,25,4.63,5.2
,,,,,,,,,,,,,,,,,,75.6,121,,14.4
,,,,,,,,,,,,,,,,,,75.4,123,1.37,14.3
,,,,,,,,,,,,,,,,,,75.3,122,1.12,14.1
,,,,,,,,,,,,,,,,,,74.9,126,9.89,14
,,,,,,,,,,,,,,,,,,74.6,127,9.72,13.5
,,,,,,,,,,,,,,,,,,74.4,128,1.9,13.6
,,,,,,,,,,,,,,,,,,74.1,131,9.9,13.6
,,,,,,,,,,,,,,,,,,74,132,1.5,13.5
,,,,,,,,,,,,,,,,,,73.8,132,1.2,13.5
,,,,,,,,,,,,,,,,,,73.6,133,8.99,13.4
,,,,,,,,,,,,,,,,,,73,135,8.7,13.2
,,,,,,,,,,,,,,,,,,73,134,8.24,13.1
,,,,,,,,,,,,,,,,,,73,134,8.13,13
,,,,,,,,,,,,,,,,,,72.9,133,8.9,13.2
,,,,,,,,,,,,,,,,,,73.1,135,6.89,13.1
,,,,,,,,,,,,,,,,,,72.6,141,6.53,13
,,,,,,,,,,,,,,,,,,73.2,168,,14.1
,,,,,,,,,,,,,,,,,,73,17,3.37,13.2
,,,,,,,,,,,,,,,,,,72.9,172,3.58,13.5
,,,,,,,,,,,,,,,,,,72.7,174,4.8,13.5
,,,,,,,,,,,,,,,,,,72.6,177,3.38,13.3
,,,,,,,,,,,,,,,,,,72.4,18,3.59,13.2
,,,,,,,,,,,,,,,,,,72.3,182,2.64,13.2
,,,,,,,,,,,,,,,,,,72.2,184,2.64,13.2
,,,,,,,,,,,,,,,,,,72.2,185,3.3,13.1
,,,,,,,,,,,,,,,,,,72.2,185,3.73,13.1
,,,,,,,,,,,,,,,,,,72.2,185,3.91,12.1
,,,,,,,,,,,,,,,,,,72.1,186,4.17,12.3
,,,,,,,,,,,,,,,,,,72.1,185,4.64,12.1
,,,,,,,,,,,,,,,,,,72.1,186,4.21,12.1
,,,,,,,,,,,,,,,,,,72,187,4.45,12.2
,,,,,,,,,,,,,,,,,,71.8,188,4.62,12.3
,,,,,,,,,,,,,,,,,,51,413,,9.5
,,,,,,,,,,,,,,,,,,48.1,463,11.9,9.5
,,,,,,,,,,,,,,,,,,54,47,11.59,9.3
,,,,,,,,,,,,,,,,,,49.7,411,11.24,9.1
,,,,,,,,,,,,,,,,,,48.9,418,11.98,8.9
,,,,,,,,,,,,,,,,,,48.1,424,1.32,8.7
,,,,,,,,,,,,,,,,,,47.1,433,13.13,8.5
,,,,,,,,,,,,,,,,,,46.2,441,1.29,8.3
,,,,,,,,,,,,,,,,,,45.3,45,1.12,8.2
,,,,,,,,,,,,,,,,,,44.3,464,1.68,8
,,,,,,,,,,,,,,,,,,43.3,48,12.25,7.8
